Username,Content,translated_experience,lowercased,emojis_removed,slangs_replaced,contractions_replaced,punctuations_removed,numbers_removed,html_removed,spelling_corrected,stopwords_removed,stemmed_words,lemmatized
wfyfy_,"Communication is the key for ldr bruh dan semestinya perlu secubit kematangan, secubit kepercayaan dan secukup kesetiaan","Communication is the key for ldr bruh and must have a pinch of maturity, a pinch of trust and enough loyalty","communication is the key for ldr bruh and must have a pinch of maturity, a pinch of trust and enough loyalty","communication is the key for ldr bruh and must have a pinch of maturity, a pinch of trust and enough loyalty","communication is the key for ldr bruh and must have a pinch of maturity, a pinch of trust and enough loyalty","communication is the key for ldr bruh and must have a pinch of maturity, a pinch of trust and enough loyalty",communication is the key for ldr bruh and must have a pinch of maturity a pinch of trust and enough loyalty,communication is the key for ldr bruh and must have a pinch of maturity a pinch of trust and enough loyalty,communication is the key for ldr bruh and must have a pinch of maturity a pinch of trust and enough loyalty,communication is the key for ldr brush and must have a pinch of maturity a pinch of trust and enough loyalty,communication key ldr brush must pinch maturity pinch trust enough loyalty,commun key ldr brush must pinch matur pinch trust enough loyalti,communication key ldr brush must pinch maturity pinch trust enough loyalty
naim_ni,"Bagi aku, bila LDR ni sakit act, sebab tak tahu apa dia buat kat sana, so kita kena percaya antara satu sama lain, sentiasa communicate & masing2 ada perasaan jaga hati. Bila gaduh or ada masalah bincang leklok, bincang dengan hati yang ikhlas & jujur tros terang, tolak ansur.","For me, when this LDR is sick, it's because I don't know what he's doing there, so we have to trust each other, always communicate & each has a feeling of caring. When there is a quarrel or a problem, talk about it, talk with a sincere heart and be honest and open, tolerate.","for me, when this ldr is sick, it's because i don't know what he's doing there, so we have to trust each other, always communicate & each has a feeling of caring. when there is a quarrel or a problem, talk about it, talk with a sincere heart and be honest and open, tolerate.","for me, when this ldr is sick, it's because i don't know what he's doing there, so we have to trust each other, always communicate & each has a feeling of caring. when there is a quarrel or a problem, talk about it, talk with a sincere heart and be honest and open, tolerate.","for me, when this ldr is sick, it's because i don't know what he's doing there, so we have to trust each other, always communicate & each has a feeling of caring. when there is a quarrel or a problem, talk about it, talk with a sincere heart and be honest and open, tolerate.","for me, when this ldr is sick, it is because i do not know what he is doing there, so we have to trust each other, always communicate & each has a feeling of caring. when there is a quarrel or a problem, talk about it, talk with a sincere heart and be honest and open, tolerate.",for me when this ldr is sick it is because i do not know what he is doing there so we have to trust each other always communicate  each has a feeling of caring when there is a quarrel or a problem talk about it talk with a sincere heart and be honest and open tolerate,for me when this ldr is sick it is because i do not know what he is doing there so we have to trust each other always communicate  each has a feeling of caring when there is a quarrel or a problem talk about it talk with a sincere heart and be honest and open tolerate,for me when this ldr is sick it is because i do not know what he is doing there so we have to trust each other always communicate  each has a feeling of caring when there is a quarrel or a problem talk about it talk with a sincere heart and be honest and open tolerate,for me when this ldr is sick it is because i do not know what he is doing there so we have to trust each other always communicate each has a feeling of caring when there is a quarrel or a problem talk about it talk with a sincere heart and be honest and open tolerate,ldr sick know trust always communicate feeling caring quarrel problem talk talk sincere heart honest open tolerate,ldr sick know trust alway commun feel care quarrel problem talk talk sincer heart honest open toler,ldr sick know trust always communicate feel care quarrel problem talk talk sincere heart honest open tolerate
tanyakanrl,?? GW SALUT BGT SAMA PASANGAN LDR YG TETEP SETIA DAN MENJAGA HUBUNGAN TETAP SEHAT. KARENA CINTA HRUSNYA GA KENAL JARAK DAN WAKTU. TETAP CINTA WALAU TBTB JARAK MENGHALANG IS ANOTHER LEVEL OF TRUE LOVEE SEMANGAT PEJUANG LDR! DON'T GIVE UP KALIAN KEREN,?? I REALLY SALUTE LDR COUPLES WHO REMAIN LOYAL AND KEEP THE RELATIONSHIP HEALTHY. BECAUSE LOVE SHOULD NOT KNOW DISTANCE AND TIME. STILL IN LOVE EVEN THOUGH DISTANCE IS IN THE WAY IS ANOTHER LEVEL OF TRUE LOVE THE SPIRIT OF LDR WARRIORS! DON'T GIVE UP YOU GUYS AWESOME,?? i really salute ldr couples who remain loyal and keep the relationship healthy. because love should not know distance and time. still in love even though distance is in the way is another level of true love the spirit of ldr warriors! don't give up you guys awesome,?? i really salute ldr couples who remain loyal and keep the relationship healthy. because love should not know distance and time. still in love even though distance is in the way is another level of true love the spirit of ldr warriors! don't give up you guys awesome,?? i really salute ldr couples who remain loyal and keep the relationship healthy. because love should not know distance and time. still in love even though distance is in the way is another level of true love the spirit of ldr warriors! don't give up you guys awesome,?? i really salute ldr couples who remain loyal and keep the relationship healthy. because love should not know distance and time. still in love even though distance is in the way is another level of true love the spirit of ldr warriors! do not give up you guys awesome, i really salute ldr couples who remain loyal and keep the relationship healthy because love should not know distance and time still in love even though distance is in the way is another level of true love the spirit of ldr warriors do not give up you guys awesome, i really salute ldr couples who remain loyal and keep the relationship healthy because love should not know distance and time still in love even though distance is in the way is another level of true love the spirit of ldr warriors do not give up you guys awesome, i really salute ldr couples who remain loyal and keep the relationship healthy because love should not know distance and time still in love even though distance is in the way is another level of true love the spirit of ldr warriors do not give up you guys awesome,i really salute ldr couples who remain loyal and keep the relationship healthy because love should not know distance and time still in love even though distance is in the way is another level of true love the spirit of ldr warriors do not give up you guys awesome,really salute ldr couples remain loyal keep relationship healthy love know distance time still love even though distance way another level true love spirit ldr warriors give guys awesome,realli salut ldr coupl remain loyal keep relationship healthi love know distanc time still love even though distanc way anoth level true love spirit ldr warrior give guy awesom,really salute ldr couple remain loyal keep relationship healthy love know distance time still love even though distance way another level true love spirit ldr warrior give guy awesome
ris_ol,"dan gue bersyukur punya pasangan yg ga bikin gue was-was meskipun ldr. Semoga kalian bisa nemu pasangan yang bener2 bikin kalian percaya sama dia. Ldr tu cukup aja capeknya karena kangen, jangan nambah capek karena merasa dia bakal selingkuh","and I'm grateful to have a partner who doesn't make me worry even though I'm a friend. Hopefully you can find a partner who really makes you trust him. It's enough to be tired because you miss him, don't make him even more tired because he feels like he's going to cheat on you.","and i'm grateful to have a partner who doesn't make me worry even though i'm a friend. hopefully you can find a partner who really makes you trust him. it's enough to be tired because you miss him, don't make him even more tired because he feels like he's going to cheat on you.","and i'm grateful to have a partner who doesn't make me worry even though i'm a friend. hopefully you can find a partner who really makes you trust him. it's enough to be tired because you miss him, don't make him even more tired because he feels like he's going to cheat on you.","and i'm grateful to have a partner who doesn't make me worry even though i'm a friend. hopefully you can find a partner who really makes you trust him. it's enough to be tired because you miss him, don't make him even more tired because he feels like he's going to cheat on you.","and i am grateful to have a partner who does not make me worry even though i am a friend. hopefully you can find a partner who really makes you trust him. it is enough to be tired because you miss him, do not make him even more tired because he feels like he is going to cheat on you.",and i am grateful to have a partner who does not make me worry even though i am a friend hopefully you can find a partner who really makes you trust him it is enough to be tired because you miss him do not make him even more tired because he feels like he is going to cheat on you,and i am grateful to have a partner who does not make me worry even though i am a friend hopefully you can find a partner who really makes you trust him it is enough to be tired because you miss him do not make him even more tired because he feels like he is going to cheat on you,and i am grateful to have a partner who does not make me worry even though i am a friend hopefully you can find a partner who really makes you trust him it is enough to be tired because you miss him do not make him even more tired because he feels like he is going to cheat on you,and i am grateful to have a partner who does not make me worry even though i am a friend hopefully you can find a partner who really makes you trust him it is enough to be tired because you miss him do not make him even more tired because he feels like he is going to cheat on you,grateful partner make worry even though friend hopefully find partner really makes trust enough tired miss make even tired feels like going cheat,grate partner make worri even though friend hope find partner realli make trust enough tire miss make even tire feel like go cheat,grateful partner make worry even though friend hopefully find partner really make trust enough tire miss make even tired feel like go cheat
xxxibgdrg0nn,"Gw sih sistem percaya, udh komunikasi aktif hampir 24/7 tp kalo semisal doi tetap selingkuh ya udh berarti bukan jodohnya. Pacaran LDR udh 6th+lebih mau dramatis ttg permasalahan hubungan itu udh gk ada energi nya lagi gk tertarik udh cape gr2 kerjaan, jd ya udh take or leave.","I believe in the system, I have active communication almost 24/7, but if for example he continues to cheat, that means he is not his soul mate. I've been in an LDR relationship for 6 years+, I want to be dramatic about relationship problems, I don't have the energy anymore, I'm not interested, I'm tired of all my work, so I've taken it or left.","i believe in the system, i have active communication almost 24/7, but if for example he continues to cheat, that means he is not his soul mate. i've been in an ldr relationship for 6 years+, i want to be dramatic about relationship problems, i don't have the energy anymore, i'm not interested, i'm tired of all my work, so i've taken it or left.","i believe in the system, i have active communication almost 24/7, but if for example he continues to cheat, that means he is not his soul mate. i've been in an ldr relationship for 6 years+, i want to be dramatic about relationship problems, i don't have the energy anymore, i'm not interested, i'm tired of all my work, so i've taken it or left.","i believe in the system, i have active communication almost 24/7, but if for example he continues to cheat, that means he is not his soul mate. i've been in an ldr relationship for 6 years+, i want to be dramatic about relationship problems, i don't have the energy anymore, i'm not interested, i'm tired of all my work, so i've taken it or left.","i believe in the system, i have active communication almost 24/7, but if for example he continues to cheat, that means he is not his soul mate. i have been in an ldr relationship for 6 years+, i want to be dramatic about relationship problems, i do not have the energy anymore, i am not interested, i am tired of all my work, so i have taken it or left.",i believe in the system i have active communication almost 247 but if for example he continues to cheat that means he is not his soul mate i have been in an ldr relationship for 6 years i want to be dramatic about relationship problems i do not have the energy anymore i am not interested i am tired of all my work so i have taken it or left,i believe in the system i have active communication almost  but if for example he continues to cheat that means he is not his soul mate i have been in an ldr relationship for  years i want to be dramatic about relationship problems i do not have the energy anymore i am not interested i am tired of all my work so i have taken it or left,i believe in the system i have active communication almost  but if for example he continues to cheat that means he is not his soul mate i have been in an ldr relationship for  years i want to be dramatic about relationship problems i do not have the energy anymore i am not interested i am tired of all my work so i have taken it or left,i believe in the system i have active communication almost but if for example he continues to cheat that means he is not his soul mate i have been in an ldr relationship for years i want to be dramatic about relationship problems i do not have the energy anymore i am not interested i am tired of all my work so i have taken it or left,believe system active communication almost example continues cheat means soul mate ldr relationship years want dramatic relationship problems energy anymore interested tired work taken left,believ system activ commun almost exampl continu cheat mean soul mate ldr relationship year want dramat relationship problem energi anymor interest tire work taken left,believe system active communication almost example continue cheat mean soul mate ldr relationship year want dramatic relationship problem energy anymore interested tired work take leave
cendikiaaawan,"Yupp beneeer kaak! Aku alhamdulillah udh jalan 6tahun LDR so far aman2 saja. Kita selalu berkabar, ngga chattan tiap menit karna tau kesibukan masing2. Tau mana prioritas aja sih & jangan aneh2 kunci nya, selama 2 hal ini dijalanin insyaAllah kedepannya aman!","Yupp that's right sis! Thank God I've been in a long distance relationship for 6 years so far I'm safe. We always talk, we don't chat every minute because we know how busy each other is. Just know what your priorities are & don't be strange, the key is, as long as these two things are done, God willing, the future will be safe!","yupp that's right sis! thank god i've been in a long distance relationship for 6 years so far i'm safe. we always talk, we don't chat every minute because we know how busy each other is. just know what your priorities are & don't be strange, the key is, as long as these two things are done, god willing, the future will be safe!","yupp that's right sis! thank god i've been in a long distance relationship for 6 years so far i'm safe. we always talk, we don't chat every minute because we know how busy each other is. just know what your priorities are & don't be strange, the key is, as long as these two things are done, god willing, the future will be safe!","yupp that's right sis! thank god i've been in a long distance relationship for 6 years so far i'm safe. we always talk, we don't chat every minute because we know how busy each other is. just know what your priorities are & don't be strange, the key is, as long as these two things are done, god willing, the future will be safe!","yupp that is right sis! thank god i have been in a long distance relationship for 6 years so far i am safe. we always talk, we do not chat every minute because we know how busy each other is. just know what your priorities are & do not be strange, the key is, as long as these two things are done, god willing, the future will be safe!",yupp that is right sis thank god i have been in a long distance relationship for 6 years so far i am safe we always talk we do not chat every minute because we know how busy each other is just know what your priorities are  do not be strange the key is as long as these two things are done god willing the future will be safe,yupp that is right sis thank god i have been in a long distance relationship for  years so far i am safe we always talk we do not chat every minute because we know how busy each other is just know what your priorities are  do not be strange the key is as long as these two things are done god willing the future will be safe,yupp that is right sis thank god i have been in a long distance relationship for  years so far i am safe we always talk we do not chat every minute because we know how busy each other is just know what your priorities are  do not be strange the key is as long as these two things are done god willing the future will be safe,supp that is right sis thank god i have been in a long distance relationship for years so far i am safe we always talk we do not chat every minute because we know how busy each other is just know what your priorities are do not be strange the key is as long as these two things are done god willing the future will be safe,supp right sis thank god long distance relationship years far safe always talk chat every minute know busy know priorities strange key long two things done god willing future safe,supp right si thank god long distanc relationship year far safe alway talk chat everi minut know busi know prioriti strang key long two thing done god will futur safe,supp right si thank god long distance relationship year far safe always talk chat every minute know busy know priority strange key long two thing do god willing future safe
lahgjtt,"ldr tuh susah banget segala masalah nya pada timbul jadi uji coba ke hubungan, tapi aku bangga dengan hubunganku sekarang walaupun ldr udah gak ketemu kita tetep saling ngejaga satu sama lain, komunikasi selalu di usahain tetep lancar, tetep komitmen.","It's really difficult for LDR, all the problems arise so it's a test of the relationship, but I'm proud of my relationship now, even though LDR doesn't meet anymore, we still look after each other, we always try to keep communication smooth, remain committed.","it's really difficult for ldr, all the problems arise so it's a test of the relationship, but i'm proud of my relationship now, even though ldr doesn't meet anymore, we still look after each other, we always try to keep communication smooth, remain committed.","it's really difficult for ldr, all the problems arise so it's a test of the relationship, but i'm proud of my relationship now, even though ldr doesn't meet anymore, we still look after each other, we always try to keep communication smooth, remain committed.","it's really difficult for ldr, all the problems arise so it's a test of the relationship, but i'm proud of my relationship now, even though ldr doesn't meet anymore, we still look after each other, we always try to keep communication smooth, remain committed.","it is really difficult for ldr, all the problems arise so it is a test of the relationship, but i am proud of my relationship now, even though ldr does not meet anymore, we still look after each other, we always try to keep communication smooth, remain committed.",it is really difficult for ldr all the problems arise so it is a test of the relationship but i am proud of my relationship now even though ldr does not meet anymore we still look after each other we always try to keep communication smooth remain committed,it is really difficult for ldr all the problems arise so it is a test of the relationship but i am proud of my relationship now even though ldr does not meet anymore we still look after each other we always try to keep communication smooth remain committed,it is really difficult for ldr all the problems arise so it is a test of the relationship but i am proud of my relationship now even though ldr does not meet anymore we still look after each other we always try to keep communication smooth remain committed,it is really difficult for ldr all the problems arise so it is a test of the relationship but i am proud of my relationship now even though ldr does not meet anymore we still look after each other we always try to keep communication smooth remain committed,really difficult ldr problems arise test relationship proud relationship even though ldr meet anymore still look always try keep communication smooth remain committed,realli difficult ldr problem aris test relationship proud relationship even though ldr meet anymor still look alway tri keep commun smooth remain commit,really difficult ldr problem arise test relationship proud relationship even though ldr meet anymore still look always try keep communication smooth remain committed
watsaplagi,"Kalo ldr tpi sblmnya brg atau ldr karna kerjaan gw sih ok tpi kalo bru kenal aj dh ldr busettt susahh krn kek gw g bisa cari tau dia ke siapa"" klo pernah brg kan bisa tau dan bisa tanya2 ke org tedekat nya","""If you're in a relationship, but before that, you're going to be a house or a house because I'm working, that's OK, but if you just know the person, it's really hard because I can't find out who he's going to."" If you're going to leave, you'll know and you can ask people close to you.","""if you're in a relationship, but before that, you're going to be a house or a house because i'm working, that's ok, but if you just know the person, it's really hard because i can't find out who he's going to."" if you're going to leave, you'll know and you can ask people close to you.","""if you're in a relationship, but before that, you're going to be a house or a house because i'm working, that's ok, but if you just know the person, it's really hard because i can't find out who he's going to."" if you're going to leave, you'll know and you can ask people close to you.","""if you're in a relationship, but before that, you're going to be a house or a house because i'm working, that's ok, but if you just know the person, it's really hard because i can't find out who he's going to."" if you're going to leave, you'll know and you can ask people close to you.","""if you are in a relationship, but before that, you are going to be a house or a house because i am working, that is ok, but if you just know the person, it is really hard because i cannot find out who he is going to."" if you are going to leave, you will know and you can ask people close to you.",if you are in a relationship but before that you are going to be a house or a house because i am working that is ok but if you just know the person it is really hard because i cannot find out who he is going to if you are going to leave you will know and you can ask people close to you,if you are in a relationship but before that you are going to be a house or a house because i am working that is ok but if you just know the person it is really hard because i cannot find out who he is going to if you are going to leave you will know and you can ask people close to you,if you are in a relationship but before that you are going to be a house or a house because i am working that is ok but if you just know the person it is really hard because i cannot find out who he is going to if you are going to leave you will know and you can ask people close to you,if you are in a relationship but before that you are going to be a house or a house because i am working that is ok but if you just know the person it is really hard because i cannot find out who he is going to if you are going to leave you will know and you can ask people close to you,relationship going house house working ok know person really hard cannot find going going leave know ask people close,relationship go hous hous work ok know person realli hard cannot find go go leav know ask peopl close,relationship go house house work ok know person really hard can not find go go leave know ask people close
janganliatsini_,"udah gak percaya ldr. terakhir emang effort sih dia ke gue, nyamperin hampir tiap bulan. royal, nurutin yg gue mau. sialnya aku selingkuhan ternyata. gak pake kasi waktu menjelaskan, gue putusin. turun banget derajat gue kyak gini ??","I don't believe it anymore, sir. The last time he made an effort to come to me, he came almost every month. royal, do what I want. Unfortunately, it turns out I was having an affair. I don't need time to explain, I decided. My level really dropped like this??","i don't believe it anymore, sir. the last time he made an effort to come to me, he came almost every month. royal, do what i want. unfortunately, it turns out i was having an affair. i don't need time to explain, i decided. my level really dropped like this??","i don't believe it anymore, sir. the last time he made an effort to come to me, he came almost every month. royal, do what i want. unfortunately, it turns out i was having an affair. i don't need time to explain, i decided. my level really dropped like this??","i don't believe it anymore, sir. the last time he made an effort to come to me, he came almost every month. royal, do what i want. unfortunately, it turns out i was having an affair. i don't need time to explain, i decided. my level really dropped like this??","i do not believe it anymore, sir. the last time he made an effort to come to me, he came almost every month. royal, do what i want. unfortunately, it turns out i was having an affair. i do not need time to explain, i decided. my level really dropped like this??",i do not believe it anymore sir the last time he made an effort to come to me he came almost every month royal do what i want unfortunately it turns out i was having an affair i do not need time to explain i decided my level really dropped like this,i do not believe it anymore sir the last time he made an effort to come to me he came almost every month royal do what i want unfortunately it turns out i was having an affair i do not need time to explain i decided my level really dropped like this,i do not believe it anymore sir the last time he made an effort to come to me he came almost every month royal do what i want unfortunately it turns out i was having an affair i do not need time to explain i decided my level really dropped like this,i do not believe it anymore sir the last time he made an effort to come to me he came almost every month royal do what i want unfortunately it turns out i was having an affair i do not need time to explain i decided my level really dropped like this,believe anymore sir last time made effort come came almost every month royal want unfortunately turns affair need time explain decided level really dropped like,believ anymor sir last time made effort come came almost everi month royal want unfortun turn affair need time explain decid level realli drop like,believe anymore sir last time make effort come come almost every month royal want unfortunately turn affair need time explain decide level really drop like
mattadust,"5 taun ldr. Diselingkuhin. Ada hubungan lain sm orang, setaun wkwk","5 years old Cheated on. There are other relationships with other people, for a year hahaha","5 years old cheated on. there are other relationships with other people, for a year hahaha","5 years old cheated on. there are other relationships with other people, for a year hahaha","5 years old cheated on. there are other relationships with other people, for a year hahaha","5 years old cheated on. there are other relationships with other people, for a year hahaha",5 years old cheated on there are other relationships with other people for a year hahaha, years old cheated on there are other relationships with other people for a year hahaha, years old cheated on there are other relationships with other people for a year hahaha,years old cheated on there are other relationships with other people for a year haha,years old cheated relationships people year haha,year old cheat relationship peopl year haha,year old cheat relationship people year haha
rainingpeaxch,Saw in tiktok that this girl was in LDR with a malay dude in singapore for 6 years and never met. the day she FLEW there to meet but he never came,Saw in tiktok that this girl was in LDR with a malay dude in singapore for 6 years and never met. the day she FLEW there to meet but he never came,saw in tiktok that this girl was in ldr with a malay dude in singapore for 6 years and never met. the day she flew there to meet but he never came,saw in tiktok that this girl was in ldr with a malay dude in singapore for 6 years and never met. the day she flew there to meet but he never came,saw in tiktok that this girl was in ldr with a malay dude in singapore for 6 years and never met. the day she flew there to meet but he never came,saw in tiktok that this girl was in ldr with a malay dude in singapore for 6 years and never met. the day she flew there to meet but he never came,saw in tiktok that this girl was in ldr with a malay dude in singapore for 6 years and never met the day she flew there to meet but he never came,saw in tiktok that this girl was in ldr with a malay dude in singapore for  years and never met the day she flew there to meet but he never came,saw in tiktok that this girl was in ldr with a malay dude in singapore for  years and never met the day she flew there to meet but he never came,saw in tiktok that this girl was in ldr with a mala dude in singapore for years and never met the day she flew there to meet but he never came,saw tiktok girl ldr mala dude singapore years never met day flew meet never came,saw tiktok girl ldr mala dude singapor year never met day flew meet never came,saw tiktok girl ldr mala dude singapore year never meet day fly meet never come
nrlazwhmd,"I've been in LDR for 1.5yrs Mas-Jpn.
Never meet cause he's in his final year masa mula2 kenal tu. So mmg after grad baru balik n after a month dia balik Msia baru ready nak jumpa. Selama kenal tu jumpa dkt Skype je. Btw, I mmg prefer LDR sbb xreti bercinta f2f. Now he's my husb","I've been in LDR for 1.5yrs Mas-Jpn.
Never met cause he's in his final year when we first met. So after grad he just came back and after a month he came back to Msia just ready to meet. As long as you know each other, see you on Skype. Btw, I really prefer LDR because I like f2f love. Now he's my husband","i've been in ldr for 1.5yrs mas-jpn.
never met cause he's in his final year when we first met. so after grad he just came back and after a month he came back to msia just ready to meet. as long as you know each other, see you on skype. btw, i really prefer ldr because i like f2f love. now he's my husband","i've been in ldr for 1.5yrs mas-jpn.
never met cause he's in his final year when we first met. so after grad he just came back and after a month he came back to msia just ready to meet. as long as you know each other, see you on skype. btw, i really prefer ldr because i like f2f love. now he's my husband","i've been in ldr for 1.5yrs mas-jpn.
never met cause he's in his final year when we first met. so after grad he just came back and after a month he came back to msia just ready to meet. as long as you know each other, see you on skype. by the way, i really prefer ldr because i like f2f love. now he's my husband","i have been in ldr for 1.5yrs mas-jpn.
never met cause he is in his final year when we first met. so after grad he just came back and after a month he came back to msia just ready to meet. as long as you know each other, see you on skype. by the way, i really prefer ldr because i like f2f love. now he is my husband","i have been in ldr for 15yrs masjpn
never met cause he is in his final year when we first met so after grad he just came back and after a month he came back to msia just ready to meet as long as you know each other see you on skype by the way i really prefer ldr because i like f2f love now he is my husband","i have been in ldr for yrs masjpn
never met cause he is in his final year when we first met so after grad he just came back and after a month he came back to msia just ready to meet as long as you know each other see you on skype by the way i really prefer ldr because i like ff love now he is my husband",i have been in ldr for yrs masjpn never met cause he is in his final year when we first met so after grad he just came back and after a month he came back to msia just ready to meet as long as you know each other see you on skype by the way i really prefer ldr because i like ff love now he is my husband,i have been in ldr for yrs mason never met cause he is in his final year when we first met so after grad he just came back and after a month he came back to asia just ready to meet as long as you know each other see you on style by the way i really prefer ldr because i like ff love now he is my husband,ldr yrs mason never met cause final year first met grad came back month came back asia ready meet long know see style way really prefer ldr like ff love husband,ldr yr mason never met caus final year first met grad came back month came back asia readi meet long know see style way realli prefer ldr like ff love husband,ldr yr mason never meet cause final year first meet grad come back month come back asia ready meet long know see style way really prefer ldr like ff love husband
tengkuhasni,"If you engage in LDR, make sure to meet up in the beginning this challenging and thrills relationship. Don't meet up mid or near to end goals. Nowadays Anyone can become Anybody, and that Anyone is collecting jar of heart.","If you engage in LDR, make sure to meet up in the beginning this challenging and thrills relationship. Don't meet up mid or near to end goals. Nowadays Anyone can become Anybody, and that Anyone is collecting jar of heart.","if you engage in ldr, make sure to meet up in the beginning this challenging and thrills relationship. don't meet up mid or near to end goals. nowadays anyone can become anybody, and that anyone is collecting jar of heart.","if you engage in ldr, make sure to meet up in the beginning this challenging and thrills relationship. don't meet up mid or near to end goals. nowadays anyone can become anybody, and that anyone is collecting jar of heart.","if you engage in ldr, make sure to meet up in the beginning this challenging and thrills relationship. don't meet up mid or near to end goals. nowadays anyone can become anybody, and that anyone is collecting jar of heart.","if you engage in ldr, make sure to meet up in the beginning this challenging and thrills relationship. do not meet up mid or near to end goals. nowadays anyone can become anybody, and that anyone is collecting jar of heart.",if you engage in ldr make sure to meet up in the beginning this challenging and thrills relationship do not meet up mid or near to end goals nowadays anyone can become anybody and that anyone is collecting jar of heart,if you engage in ldr make sure to meet up in the beginning this challenging and thrills relationship do not meet up mid or near to end goals nowadays anyone can become anybody and that anyone is collecting jar of heart,if you engage in ldr make sure to meet up in the beginning this challenging and thrills relationship do not meet up mid or near to end goals nowadays anyone can become anybody and that anyone is collecting jar of heart,if you engage in ldr make sure to meet up in the beginning this challenging and thrills relationship do not meet up mid or near to end goals nowadays anyone can become anybody and that anyone is collecting jar of heart,engage ldr make sure meet beginning challenging thrills relationship meet mid near end goals nowadays anyone become anybody anyone collecting jar heart,engag ldr make sure meet begin challeng thrill relationship meet mid near end goal nowaday anyon becom anybodi anyon collect jar heart,engage ldr make sure meet begin challenge thrill relationship meet mid near end goal nowadays anyone become anybody anyone collect jar heart
sulphuricacids,"LDR had teach me biggest lessons in life. It teach me to love myself first before love others. It teach me tolerate with people. It teach me that LDR sucks. It teach me, no matter how hard you loyal, once your partner tawar hati/curang, everything will be over.","LDR had teach me biggest lessons in life. It teach me to love myself first before love others. It teach me tolerate with people. It teach me that LDR sucks. It teach me, no matter how hard you loyal, once your partner tawar hati/curang, everything will be over.","ldr had teach me biggest lessons in life. it teach me to love myself first before love others. it teach me tolerate with people. it teach me that ldr sucks. it teach me, no matter how hard you loyal, once your partner tawar hati/curang, everything will be over.","ldr had teach me biggest lessons in life. it teach me to love myself first before love others. it teach me tolerate with people. it teach me that ldr sucks. it teach me, no matter how hard you loyal, once your partner tawar hati/curang, everything will be over.","ldr had teach me biggest lessons in life. it teach me to love myself first before love others. it teach me tolerate with people. it teach me that ldr sucks. it teach me, no matter how hard you loyal, once your partner tawar hati/curang, everything will be over.","ldr had teach me biggest lessons in life. it teach me to love myself first before love others. it teach me tolerate with people. it teach me that ldr sucks. it teach me, no matter how hard you loyal, once your partner tawar hati/curang, everything will be over.",ldr had teach me biggest lessons in life it teach me to love myself first before love others it teach me tolerate with people it teach me that ldr sucks it teach me no matter how hard you loyal once your partner tawar haticurang everything will be over,ldr had teach me biggest lessons in life it teach me to love myself first before love others it teach me tolerate with people it teach me that ldr sucks it teach me no matter how hard you loyal once your partner tawar haticurang everything will be over,ldr had teach me biggest lessons in life it teach me to love myself first before love others it teach me tolerate with people it teach me that ldr sucks it teach me no matter how hard you loyal once your partner tawar haticurang everything will be over,ldr had teach me biggest lessons in life it teach me to love myself first before love others it teach me tolerate with people it teach me that ldr sucks it teach me no matter how hard you loyal once your partner war haticurang everything will be over,ldr teach biggest lessons life teach love first love others teach tolerate people teach ldr sucks teach matter hard loyal partner war haticurang everything,ldr teach biggest lesson life teach love first love other teach toler peopl teach ldr suck teach matter hard loyal partner war haticurang everyth,ldr teach big lesson life teach love first love others teach tolerate people teach ldr suck teach matter hard loyal partner war haticurang everything
sulphuricacids,"LDR, sometimes can make you sick. You can;t meet your partner everytime, you feel insecure; did your partner still love you the same way? 
But if you truly love your partner, you will do anything to make that relationship last longer until both of you're getting married ??","LDR, sometimes can make you sick. You can;t meet your partner everytime, you feel insecure; did your partner still love you the same way? 
But if you truly love your partner, you will do anything to make that relationship last longer until both of you're getting married ??","ldr, sometimes can make you sick. you can;t meet your partner everytime, you feel insecure; did your partner still love you the same way? 
but if you truly love your partner, you will do anything to make that relationship last longer until both of you're getting married ??","ldr, sometimes can make you sick. you can;t meet your partner everytime, you feel insecure; did your partner still love you the same way? 
but if you truly love your partner, you will do anything to make that relationship last longer until both of you're getting married ??","ldr, sometimes can make you sick. you can;t meet your partner everytime, you feel insecure; did your partner still love you the same way? 
but if you truly love your partner, you will do anything to make that relationship last longer until both of you're getting married ??","ldr, sometimes can make you sick. you can;t meet your partner everytime, you feel insecure; did your partner still love you the same way? 
but if you truly love your partner, you will do anything to make that relationship last longer until both of you are getting married ??","ldr sometimes can make you sick you cant meet your partner everytime you feel insecure did your partner still love you the same way 
but if you truly love your partner you will do anything to make that relationship last longer until both of you are getting married ","ldr sometimes can make you sick you cant meet your partner everytime you feel insecure did your partner still love you the same way 
but if you truly love your partner you will do anything to make that relationship last longer until both of you are getting married ",ldr sometimes can make you sick you cant meet your partner everytime you feel insecure did your partner still love you the same way  but if you truly love your partner you will do anything to make that relationship last longer until both of you are getting married ,ldr sometimes can make you sick you cant meet your partner overtime you feel insecure did your partner still love you the same way but if you truly love your partner you will do anything to make that relationship last longer until both of you are getting married,ldr sometimes make sick cant meet partner overtime feel insecure partner still love way truly love partner anything make relationship last longer getting married,ldr sometim make sick cant meet partner overtim feel insecur partner still love way truli love partner anyth make relationship last longer get marri,ldr sometimes make sick cant meet partner overtime feel insecure partner still love way truly love partner anything make relationship last longer get marry
